ID,Deformation(mm)_mean,Deformation(mm)_std,Deformation(mm)_skew,Deformation(mm)_kurt,Deformation(mm)_last,Deformation(mm)_diff,Force applied (N)_mean,Force applied (N)_std,Force applied (N)_skew,Force applied (N)_kurt,Force applied (N)_last,Force applied (N)_diff,label
"PA_0,1_III_4",0.0009547174,0.0014562995365792484,1.4007896797169634,0.7719013439703142,0.00400323,0.00400323,9.922220999999999,0.3576596101338692,0.6811853644966402,0.12186620684816774,9.71292,-0.4262800000000002,81.4963
"PA_0,1_III_4",0.005649843200000001,0.005525146343306789,0.511469533390901,-1.170817007841484,0.0158412,0.0158412,9.998603499999998,0.2732545052987283,-0.01294978912605399,0.5679545209163352,9.87594,-0.2632600000000007,81.4963
"PA_0,1_III_4",0.011206935466666668,0.009372926681405259,0.2661494502283676,-1.3351038705555105,0.0274903,0.0274903,9.871379333333332,0.3253943268684335,-0.0215088814883702,-0.4149146676490525,10.062,-0.07720000000000127,81.4963
"PA_0,1_III_4",0.0168342816,0.012862241657371168,0.1392088349539986,-1.3464132624076353,0.0388105,0.0388105,9.875423999999999,0.30157446272555166,-0.03358223228530169,-0.29205657288872233,9.80523,-0.33397000000000077,81.4963
"PA_0,1_III_4",0.022413829280000002,0.01614169631935435,0.0665307823848577,-1.328606646093801,0.0495336,0.0495336,9.88831,0.28086661062373597,-0.13469759171196335,-0.06747512066517514,9.91097,-0.22822999999999993,81.4963
"PA_0,1_III_4",0.028001582733333332,0.019413964338686297,0.041047807975242795,-1.2819899960413723,0.0608537,0.0608537,9.914932666666665,0.27123007406538485,-0.2940951901327645,0.01750102887330751,9.91311,-0.226090000000001,81.4963
"PA_0,1_III_4",0.033590456628571436,0.022672007483177346,0.02825441905532484,-1.2532609415419564,0.0722081,0.0722081,9.96054442857143,0.27916548253074785,-0.41766611064909304,-0.13696425754532715,10.3473,0.20809999999999995,81.4963
"PA_0,1_III_4",0.0391968658,0.02594182845633111,0.0215399870212911,-1.2379924209319946,0.0834958,0.0834958,10.023175125,0.31069340055240896,-0.3120738792231605,-0.3751865332522022,10.4385,0.2992999999999988,81.4963
"PA_0,1_III_4",0.0448145396,0.029221708761926295,0.019059116927383914,-1.2253895358843583,0.0948331,0.0948331,10.118714555555556,0.4073941435959986,0.482078706156881,0.4573484845703182,10.6059,0.46669999999999945,81.4963
"PA_0,1_III_4",0.05041123264,0.032455320854165436,0.01255534251885663,-1.224416709300782,0.105802,0.105802,10.202278100000001,0.46456781634246036,0.41055749323452906,-0.3308534186553169,10.5904,0.45120000000000005,81.4963
"PA_0,1_III_4",0.05598898421818182,0.03566030437491166,0.0066989537163132445,-1.2224391481140435,0.116869,0.116869,10.257015545454545,0.48876166458327464,0.32563882118727505,-0.6148330992474387,11.1503,1.011099999999999,81.4963
"PA_0,1_III_4",0.061618602200000004,0.03895187964467481,0.009634929719235491,-1.2117508298948718,0.128526,0.128526,10.32122425,0.5161578513321963,0.1869231358965478,-0.9260956012848554,10.9538,0.8145999999999987,81.4963
