Time(s),Deformation(mm),Deflection at standard load (mm),Crosshead displacement (mm),Force applied (N),static:pre-load,static:Bending module speed,static:Test speed,static:Sample name,static:Bending module,static:Bending stress at maximum allowed deflection,static:Bending strength,static:Deformation at bending strength,static:Material Thickness (mm),static:Material
9.73703,0,0,0,9.83453,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
9.83703,0,0,0,10.0377,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
9.93703,-8.20365e-06,-8.20365e-06,-8.20365e-06,10.5378,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.037,-3.78137e-08,-3.78137e-08,-3.78137e-08,10.1187,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.137,0,0,0,10.2031,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.237,0.000106514,0.000106514,0.000106514,10.4793,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.337,0.000746429,0.000746429,0.000746429,10.1375,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.437,0.00185317,0.00185317,0.00185317,10.2216,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.507,0.00293654,0.00293654,0.00293654,9.84455,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.567,0.00405997,0.00405997,0.00405997,9.61933,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.617,0.00512713,0.00512713,0.00512713,10.0073,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.667,0.00632495,0.00632495,0.00632495,10.0535,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.707,0.00736636,0.00736636,0.00736636,9.85577,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.747,0.00849742,0.00849742,0.00849742,9.83856,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.787,0.0097124,0.0097124,0.0097124,9.9093,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.827,0.0109922,0.0109922,0.0109922,9.82458,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.867,0.0123045,0.0123045,0.0123045,10.0467,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.897,0.0133135,0.0133135,0.0133135,10.0765,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.937,0.0146257,0.0146257,0.0146257,10.2972,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.967,0.0156347,0.0156347,0.0156347,10.3685,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
10.997,0.0166437,0.0166437,0.0166437,10.403,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.037,0.0179655,0.0179655,0.0179655,10.1704,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.077,0.0192949,0.0192949,0.0192949,10.1482,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.117,0.020632,0.020632,0.020632,10.1814,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.157,0.021969,0.021969,0.021969,10.2552,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.187,0.0229685,0.0229685,0.0229685,10.3906,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.217,0.0239775,0.0239775,0.0239775,10.7087,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.257,0.0252993,0.0252993,0.0252993,10.9303,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.297,0.0266287,0.0266287,0.0266287,10.7952,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.337,0.0279486,0.0279486,0.0279486,10.4009,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.367,0.0289499,0.0289499,0.0289499,10.4541,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.407,0.0302698,0.0302698,0.0302698,10.6141,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.437,0.0312883,0.0312883,0.0312883,10.6537,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.467,0.0322878,0.0322878,0.0322878,10.6619,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.507,0.0335924,0.0335924,0.0335924,10.7421,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.537,0.0345938,0.0345938,0.0345938,10.9898,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.567,0.0355951,0.0355951,0.0355951,10.8721,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.607,0.0369245,0.0369245,0.0369245,10.8377,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.637,0.0379335,0.0379335,0.0379335,10.7726,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.667,0.0389501,0.0389501,0.0389501,10.7975,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.707,0.0402796,0.0402796,0.0402796,10.8426,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.747,0.0415918,0.0415918,0.0415918,10.9718,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.777,0.0425932,0.0425932,0.0425932,11.1763,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.807,0.0435926,0.0435926,0.0435926,11.3104,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.837,0.044594,0.044594,0.044594,11.2562,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.867,0.0455953,0.0455953,0.0455953,11.3898,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.897,0.046612,0.046612,0.046612,11.2751,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.937,0.0479338,0.0479338,0.0479338,11.0504,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.967,0.0489332,0.0489332,0.0489332,10.754,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
11.997,0.0499346,0.0499346,0.0499346,10.7489,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.037,0.0512564,0.0512564,0.0512564,10.9883,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.067,0.0522558,0.0522558,0.0522558,11.1568,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.097,0.0532648,0.0532648,0.0532648,11.3482,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.127,0.0542833,0.0542833,0.0542833,11.2824,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.157,0.0552828,0.0552828,0.0552828,11.5353,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.187,0.0562841,0.0562841,0.0562841,11.3075,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.227,0.0576212,0.0576212,0.0576212,11.1403,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.257,0.0586302,0.0586302,0.0586302,11.0114,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.287,0.0596315,0.0596315,0.0596315,10.9995,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.317,0.0606329,0.0606329,0.0606329,11.0228,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.347,0.0616495,0.0616495,0.0616495,11.0582,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.387,0.0629694,0.0629694,0.0629694,10.9204,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.417,0.0639707,0.0639707,0.0639707,10.9814,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.457,0.0652927,0.0652927,0.0652927,10.9637,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.487,0.0662921,0.0662921,0.0662921,11.19,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.527,0.0676216,0.0676216,0.0676216,11.5122,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.557,0.0686305,0.0686305,0.0686305,11.3518,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.587,0.0696319,0.0696319,0.0696319,11.348,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.627,0.0709613,0.0709613,0.0709613,11.1,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.657,0.0719608,0.0719608,0.0719608,11.0699,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.687,0.0729869,0.0729869,0.0729869,10.869,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.727,0.0743068,0.0743068,0.0743068,10.8277,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.767,0.0756458,0.0756458,0.0756458,10.8677,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.797,0.0766452,0.0766452,0.0766452,11.1731,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.827,0.0776466,0.0776466,0.0776466,11.2262,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.857,0.0786479,0.0786479,0.0786479,11.3284,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.897,0.0799602,0.0799602,0.0799602,11.1847,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.927,0.0809692,0.0809692,0.0809692,11.1689,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.957,0.0819782,0.0819782,0.0819782,11.0191,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
12.987,0.0829795,0.0829795,0.0829795,11.037,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.017,0.0839961,0.0839961,0.0839961,11.0111,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.057,0.0852931,0.0852931,0.0852931,11.2178,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.087,0.0863021,0.0863021,0.0863021,11.3557,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.117,0.0873016,0.0873016,0.0873016,11.5749,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.147,0.0883029,0.0883029,0.0883029,11.4544,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.187,0.08964,0.08964,0.08964,11.1808,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.227,0.0909694,0.0909694,0.0909694,11.2147,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.257,0.0919708,0.0919708,0.0919708,11.3194,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.287,0.0929702,0.0929702,0.0929702,11.4407,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.327,0.094292,0.094292,0.094292,11.41,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.367,0.0956214,0.0956214,0.0956214,11.5378,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.407,0.096949,0.096949,0.096949,11.663,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.437,0.0979503,0.0979503,0.0979503,11.8117,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.467,0.0989517,0.0989517,0.0989517,11.7529,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.507,0.100272,0.100272,0.100272,11.7387,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.547,0.101601,0.101601,0.101601,11.5918,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.587,0.10293,0.10293,0.10293,11.4998,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.617,0.103932,0.103932,0.103932,11.4231,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.657,0.105259,0.105259,0.105259,11.7415,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.687,0.106278,0.106278,0.106278,11.8314,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.717,0.107277,0.107277,0.107277,12.1133,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.747,0.108279,0.108279,0.108279,11.9905,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.787,0.1096,0.1096,0.1096,12.0953,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.827,0.110928,0.110928,0.110928,11.9873,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.857,0.111937,0.111937,0.111937,11.9302,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.897,0.113266,0.113266,0.113266,11.8476,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.927,0.114275,0.114275,0.114275,11.6045,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.967,0.115597,0.115597,0.115597,11.4364,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
13.997,0.116598,0.116598,0.116598,11.6139,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.027,0.117607,0.117607,0.117607,11.9676,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.067,0.11892,0.11892,0.11892,12.016,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.097,0.119929,0.119929,0.119929,11.6927,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.127,0.120938,0.120938,0.120938,11.5786,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.157,0.121939,0.121939,0.121939,11.8945,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.187,0.122938,0.122938,0.122938,12.2727,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.217,0.12394,0.12394,0.12394,12.3317,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.247,0.124956,0.124956,0.124956,12.1171,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.277,0.125958,0.125958,0.125958,11.9725,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.307,0.126959,0.126959,0.126959,11.7768,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.337,0.127976,0.127976,0.127976,11.7555,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.367,0.128977,0.128977,0.128977,11.6658,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.407,0.130297,0.130297,0.130297,11.7835,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.437,0.131298,0.131298,0.131298,11.9347,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.477,0.132611,0.132611,0.132611,11.744,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.507,0.133612,0.133612,0.133612,11.7345,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.537,0.134613,0.134613,0.134613,11.7046,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.567,0.135622,0.135622,0.135622,11.909,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.597,0.136639,0.136639,0.136639,11.778,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.637,0.137961,0.137961,0.137961,11.8543,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.667,0.13896,0.13896,0.13896,11.9373,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.697,0.139979,0.139979,0.139979,12.0389,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.727,0.140978,0.140978,0.140978,11.9238,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.757,0.14198,0.14198,0.14198,11.7624,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.787,0.142981,0.142981,0.142981,11.6904,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.817,0.14399,0.14399,0.14399,11.7894,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.857,0.14531,0.14531,0.14531,12.0403,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.887,0.146311,0.146311,0.146311,12.1499,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.917,0.147312,0.147312,0.147312,12.0385,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.947,0.148312,0.148312,0.148312,12.2782,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
14.987,0.149634,0.149634,0.149634,12.1762,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.017,0.15065,0.15065,0.15065,12.1079,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.057,0.15198,0.15198,0.15198,11.786,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.097,0.153292,0.153292,0.153292,11.9441,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.127,0.154293,0.154293,0.154293,12.2224,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.157,0.155302,0.155302,0.155302,12.4529,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.187,0.156304,0.156304,0.156304,12.2763,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.227,0.157616,0.157616,0.157616,12.3427,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.257,0.15865,0.15865,0.15865,12.2561,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.297,0.159954,0.159954,0.159954,12.2987,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.327,0.160963,0.160963,0.160963,12.3384,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.357,0.161963,0.161963,0.161963,12.4679,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.387,0.162964,0.162964,0.162964,12.3738,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.427,0.164286,0.164286,0.164286,12.3447,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.457,0.165285,0.165285,0.165285,12.2905,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.487,0.166287,0.166287,0.166287,12.6607,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.527,0.167599,0.167599,0.167599,12.3996,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.557,0.1686,0.1686,0.1686,12.3168,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.597,0.16993,0.16993,0.16993,12.2258,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.627,0.170931,0.170931,0.170931,12.3932,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.657,0.171931,0.171931,0.171931,12.4507,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.687,0.17294,0.17294,0.17294,12.5167,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.717,0.173949,0.173949,0.173949,12.3118,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.757,0.17527,0.17527,0.17527,12.4947,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.787,0.176272,0.176272,0.176272,12.4017,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.817,0.177271,0.177271,0.177271,12.3345,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.857,0.178601,0.178601,0.178601,12.748,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.887,0.179602,0.179602,0.179602,12.7887,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.917,0.180619,0.180619,0.180619,12.7842,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.957,0.18194,0.18194,0.18194,12.3556,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
15.997,0.18326,0.18326,0.18326,12.5149,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.027,0.184262,0.184262,0.184262,12.6313,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.057,0.185263,0.185263,0.185263,12.3962,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.097,0.186591,0.186591,0.186591,12.5865,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.127,0.187609,0.187609,0.187609,12.6125,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.157,0.188618,0.188618,0.188618,12.8497,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.197,0.189946,0.189946,0.189946,12.9867,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.237,0.191275,0.191275,0.191275,13.1612,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.267,0.192301,0.192301,0.192301,13.1834,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.307,0.193631,0.193631,0.193631,13.0346,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.347,0.194968,0.194968,0.194968,13.0535,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.377,0.195977,0.195977,0.195977,12.967,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.417,0.197304,0.197304,0.197304,12.6654,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.447,0.198305,0.198305,0.198305,12.7223,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.487,0.199627,0.199627,0.199627,12.6148,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.527,0.200947,0.200947,0.200947,13.0024,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.557,0.201948,0.201948,0.201948,12.9913,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.587,0.202965,0.202965,0.202965,13.0743,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.617,0.203974,0.203974,0.203974,12.956,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
16.657,0.205286,0.205286,0.205286,12.8986,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
