Time(s),Deformation(mm),Deflection at standard load (mm),Crosshead displacement (mm),Force applied (N),static:pre-load,static:Bending module speed,static:Test speed,static:Sample name,static:Bending module,static:Bending stress at maximum allowed deflection,static:Bending strength,static:Deformation at bending strength,static:Material Thickness (mm),static:Material
37.417,0.897315,0.897315,0.897315,22.1481,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.457,0.898635,0.898635,0.898635,22.4505,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.497,0.899957,0.899957,0.899957,22.6656,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.527,0.900956,0.900956,0.900956,22.6812,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.567,0.902278,0.902278,0.902278,22.6335,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.597,0.903277,0.903277,0.903277,22.5305,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.627,0.904279,0.904279,0.904279,22.5742,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.657,0.90528,0.90528,0.90528,22.5371,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.697,0.9066,0.9066,0.9066,22.6248,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.727,0.907601,0.907601,0.907601,22.6578,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.767,0.908931,0.908931,0.908931,22.8891,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.797,0.909932,0.909932,0.909932,22.9618,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.837,0.91126,0.91126,0.91126,22.8676,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.867,0.912278,0.912278,0.912278,22.7248,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.897,0.913287,0.913287,0.913287,22.6629,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.937,0.914607,0.914607,0.914607,22.5861,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
37.977,0.915929,0.915929,0.915929,22.6198,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.007,0.916928,0.916928,0.916928,22.6563,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.037,0.91793,0.91793,0.91793,22.3439,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.077,0.919267,0.919267,0.919267,22.2129,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.107,0.920276,0.920276,0.920276,22.2361,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.147,0.921597,0.921597,0.921597,22.6555,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.177,0.922599,0.922599,0.922599,22.5928,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.207,0.923598,0.923598,0.923598,22.4795,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.237,0.9246,0.9246,0.9246,22.4949,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.277,0.925929,0.925929,0.925929,22.5544,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.307,0.926938,0.926938,0.926938,22.8852,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.337,0.927955,0.927955,0.927955,22.6654,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.377,0.929276,0.929276,0.929276,22.8106,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.407,0.930276,0.930276,0.930276,22.5991,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.437,0.931294,0.931294,0.931294,22.8277,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.467,0.932294,0.932294,0.932294,22.8114,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.497,0.933295,0.933295,0.933295,22.6202,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.527,0.934304,0.934304,0.934304,22.4938,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.557,0.935313,0.935313,0.935313,22.5953,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.597,0.936625,0.936625,0.936625,22.9244,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.627,0.937634,0.937634,0.937634,23.069,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.667,0.938949,0.938949,0.938949,22.7528,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.697,0.939948,0.939948,0.939948,22.8129,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.727,0.940949,0.940949,0.940949,22.8605,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.757,0.941966,0.941966,0.941966,23.0913,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.787,0.942967,0.942967,0.942967,23.0526,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.827,0.944289,0.944289,0.944289,22.9641,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.857,0.945298,0.945298,0.945298,22.989,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.887,0.946315,0.946315,0.946315,22.8938,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.927,0.947644,0.947644,0.947644,23.2107,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.957,0.948644,0.948644,0.948644,23.1604,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
38.987,0.949645,0.949645,0.949645,23.1856,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.017,0.950654,0.950654,0.950654,23.3303,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.057,0.951976,0.951976,0.951976,23.4071,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.087,0.952975,0.952975,0.952975,23.5009,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.117,0.953977,0.953977,0.953977,23.4703,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.147,0.954978,0.954978,0.954978,23.4517,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.187,0.956307,0.956307,0.956307,23.5468,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.217,0.957324,0.957324,0.957324,23.4017,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.257,0.958636,0.958636,0.958636,23.1974,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.287,0.959638,0.959638,0.959638,23.1597,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.327,0.960967,0.960967,0.960967,23.0407,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.357,0.961967,0.961967,0.961967,23.2669,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.397,0.963288,0.963288,0.963288,23.4012,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.427,0.964297,0.964297,0.964297,23.508,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.457,0.965306,0.965306,0.965306,23.492,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.487,0.966308,0.966308,0.966308,23.0635,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.527,0.96762,0.96762,0.96762,23.1354,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.557,0.968621,0.968621,0.968621,23.2724,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.587,0.969621,0.969621,0.969621,23.3089,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.627,0.970933,0.970933,0.970933,23.281,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.657,0.971959,0.971959,0.971959,23.0787,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.697,0.973271,0.973271,0.973271,23.2137,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.737,0.974601,0.974601,0.974601,23.2143,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.767,0.975602,0.975602,0.975602,23.1896,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.797,0.976611,0.976611,0.976611,23.3343,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.837,0.977931,0.977931,0.977931,23.5233,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.867,0.978932,0.978932,0.978932,23.6456,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.897,0.979949,0.979949,0.979949,23.5403,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.937,0.981271,0.981271,0.981271,23.2809,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
39.977,0.9826,0.9826,0.9826,23.076,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.017,0.983928,0.983928,0.983928,23.1848,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.047,0.984937,0.984937,0.984937,23.449,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.087,0.986274,0.986274,0.986274,23.181,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.117,0.987275,0.987275,0.987275,23.4371,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.157,0.988597,0.988597,0.988597,23.6359,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.187,0.989596,0.989596,0.989596,23.9157,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.227,0.990933,0.990933,0.990933,23.5239,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.267,0.992263,0.992263,0.992263,23.4805,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.307,0.9936,0.9936,0.9936,23.6599,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.337,0.994609,0.994609,0.994609,23.7758,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.367,0.99561,0.99561,0.99561,23.8878,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.397,0.996612,0.996612,0.996612,23.8388,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.427,0.997613,0.997613,0.997613,23.6718,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.457,0.998622,0.998622,0.998622,23.603,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.487,0.999621,0.999621,0.999621,23.3891,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.517,1.00062,1.00062,1.00062,23.4488,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.547,1.00164,1.00164,1.00164,23.605,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.577,1.00264,1.00264,1.00264,23.9668,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.607,1.00365,1.00365,1.00365,23.9168,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.647,1.00496,1.00496,1.00496,23.7496,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.687,1.0063,1.0063,1.0063,23.6832,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.727,1.00762,1.00762,1.00762,23.8897,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.767,1.00895,1.00895,1.00895,23.837,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.797,1.00997,1.00997,1.00997,23.5797,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.837,1.0113,1.0113,1.0113,23.8938,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.867,1.0123,1.0123,1.0123,23.6274,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.897,1.0133,1.0133,1.0133,23.8358,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.927,1.0143,1.0143,1.0143,23.5245,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.957,1.01531,1.01531,1.01531,23.769,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
40.997,1.01664,1.01664,1.01664,23.653,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.027,1.01765,1.01765,1.01765,23.7646,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.057,1.01865,1.01865,1.01865,23.8863,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.097,1.01997,1.01997,1.01997,24.1753,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.127,1.02098,1.02098,1.02098,24.4534,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.167,1.0223,1.0223,1.0223,24.1371,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.197,1.0233,1.0233,1.0233,24.0292,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.227,1.02431,1.02431,1.02431,24.1854,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.257,1.02532,1.02532,1.02532,24.5268,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.297,1.02664,1.02664,1.02664,24.8036,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.327,1.02764,1.02764,1.02764,24.7089,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.357,1.02864,1.02864,1.02864,24.473,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.397,1.02997,1.02997,1.02997,24.2394,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.427,1.03097,1.03097,1.03097,23.8263,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.457,1.03198,1.03198,1.03198,23.853,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.497,1.0333,1.0333,1.0333,23.8484,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.537,1.03463,1.03463,1.03463,24.2164,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.577,1.03596,1.03596,1.03596,24.5796,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.617,1.03729,1.03729,1.03729,24.355,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.657,1.03861,1.03861,1.03861,24.2168,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.687,1.03962,1.03962,1.03962,24.5281,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.727,1.04093,1.04093,1.04093,24.7718,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.757,1.04194,1.04194,1.04194,24.9534,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.797,1.04326,1.04326,1.04326,24.5423,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.827,1.04427,1.04427,1.04427,24.5567,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.867,1.0456,1.0456,1.0456,24.4971,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.897,1.04661,1.04661,1.04661,24.4546,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.927,1.04761,1.04761,1.04761,24.4727,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.957,1.04861,1.04861,1.04861,24.1485,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
41.997,1.04993,1.04993,1.04993,23.9981,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.027,1.05093,1.05093,1.05093,23.9516,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.057,1.05193,1.05193,1.05193,24.2377,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.087,1.05293,1.05293,1.05293,24.6054,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.117,1.05394,1.05394,1.05394,24.7599,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.147,1.05495,1.05495,1.05495,24.5585,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.187,1.05627,1.05627,1.05627,24.8849,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.227,1.0576,1.0576,1.0576,25.099,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.267,1.05893,1.05893,1.05893,24.9596,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.307,1.06026,1.06026,1.06026,24.8174,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.337,1.06126,1.06126,1.06126,24.84,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.367,1.06229,1.06229,1.06229,25.1156,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.407,1.06361,1.06361,1.06361,25.0578,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.447,1.06494,1.06494,1.06494,25.3345,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.477,1.06596,1.06596,1.06596,25.3766,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.507,1.06696,1.06696,1.06696,25.3646,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.537,1.06797,1.06797,1.06797,24.9766,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.567,1.06897,1.06897,1.06897,24.8578,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.597,1.06998,1.06998,1.06998,24.6068,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.637,1.0713,1.0713,1.0713,24.7874,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.667,1.0723,1.0723,1.0723,24.867,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.707,1.07363,1.07363,1.07363,24.9205,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.747,1.07495,1.07495,1.07495,25.01,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.777,1.07595,1.07595,1.07595,24.9901,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.807,1.07697,1.07697,1.07697,25.2968,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.847,1.0783,1.0783,1.0783,25.2316,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.887,1.07962,1.07962,1.07962,25.0836,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.917,1.08063,1.08063,1.08063,24.8616,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.947,1.08164,1.08164,1.08164,24.9692,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
42.987,1.08296,1.08296,1.08296,25.2228,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.017,1.08398,1.08398,1.08398,25.5166,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.047,1.08498,1.08498,1.08498,25.5734,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.087,1.08631,1.08631,1.08631,25.5627,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.127,1.08764,1.08764,1.08764,25.4939,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.157,1.08864,1.08864,1.08864,25.1987,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.187,1.08964,1.08964,1.08964,25.1909,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.217,1.09064,1.09064,1.09064,25.1441,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.247,1.09164,1.09164,1.09164,25.1549,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.277,1.09265,1.09265,1.09265,25.2671,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.317,1.09396,1.09396,1.09396,25.2732,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.357,1.09529,1.09529,1.09529,25.7979,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.387,1.0963,1.0963,1.0963,25.9564,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.417,1.0973,1.0973,1.0973,26.2136,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.457,1.09864,1.09864,1.09864,25.8614,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.487,1.09965,1.09965,1.09965,25.4793,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.527,1.10095,1.10095,1.10095,25.2825,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.557,1.10196,1.10196,1.10196,25.2049,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.597,1.10328,1.10328,1.10328,25.3934,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.627,1.10428,1.10428,1.10428,25.4112,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.667,1.1056,1.1056,1.1056,25.567,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.697,1.10662,1.10662,1.10662,25.6874,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.737,1.10794,1.10794,1.10794,25.7946,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.777,1.10927,1.10927,1.10927,25.8566,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.817,1.1106,1.1106,1.1106,25.8769,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.857,1.11193,1.11193,1.11193,25.9713,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.897,1.11326,1.11326,1.11326,25.9254,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
43.927,1.11428,1.11428,1.11428,25.6283,10.0,2.0,10.0,"PA_0,1_I_1",1454.44,63.8947,86.308,6.65932,1,PA
