Time(s),Test time,Traversenweg absolut,Deflection at standard load(%),Compression(%),Nominal Compression(mm),Force applied(N),static:Sample name,static:0.2% Yield Strength (Compressive),static:Maximum compressive strength,static:Total strain stress at maximum compressive strength,static:Compressive stress at maximum strain,static:Compressive Modulus via Hysteresis,static:Compressive Modulus,static:Material Thickness (mm),static:Material
37.0136,16.6267,810.617,2.38691,2.38691,0.561686,15601.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0236,16.6367,810.618,2.38955,2.38955,0.562185,15619.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0336,16.6467,810.618,2.3922,2.3922,0.562678,15637.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0389,16.652,810.618,2.39361,2.39361,0.562943,15646.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0436,16.6567,810.619,2.39481,2.39481,0.563177,15654.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0536,16.6667,810.619,2.39738,2.39738,0.563681,15672.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0636,16.6767,810.62,2.39995,2.39995,0.564173,15689.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0736,16.6867,810.62,2.40252,2.40252,0.56468,15707.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0836,16.6967,810.621,2.40509,2.40509,0.56518,15724.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0891,16.7022,810.621,2.40648,2.40648,0.565443,15734.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.0936,16.7067,810.621,2.40768,2.40768,0.565664,15742.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1036,16.7167,810.622,2.41032,2.41032,0.566157,15760.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1136,16.7267,810.622,2.41295,2.41295,0.566664,15777.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1236,16.7367,810.623,2.41558,2.41558,0.567167,15795.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1336,16.7467,810.623,2.41821,2.41821,0.567667,15813.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1391,16.7522,810.623,2.41964,2.41964,0.567934,15822.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1436,16.7567,810.624,2.42096,2.42096,0.568159,15830.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1536,16.7667,810.624,2.42385,2.42385,0.568659,15848.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1636,16.7767,810.625,2.42674,2.42674,0.569151,15865.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1736,16.7867,810.625,2.42962,2.42962,0.569658,15883.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1836,16.7967,810.626,2.43251,2.43251,0.57015,15900.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1891,16.8021,810.626,2.43408,2.43408,0.570418,15910.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.1936,16.8067,810.626,2.43544,2.43544,0.570643,15918.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2036,16.8167,810.627,2.43842,2.43842,0.571135,15935.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2136,16.8267,810.627,2.4414,2.4414,0.571646,15953.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2236,16.8367,810.628,2.44438,2.44438,0.572146,15970.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2336,16.8467,810.628,2.44736,2.44736,0.572638,15987.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2391,16.8522,810.628,2.44898,2.44898,0.572909,15997.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2436,16.8567,810.629,2.45032,2.45032,0.573137,16005.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2536,16.8667,810.629,2.45323,2.45323,0.573629,16022.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2636,16.8767,810.629,2.45615,2.45615,0.574129,16039.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2736,16.8867,810.63,2.45907,2.45907,0.574633,16057.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2836,16.8967,810.631,2.46198,2.46198,0.57514,16074.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2891,16.9022,810.631,2.46357,2.46357,0.575408,16084.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.2936,16.9067,810.631,2.46494,2.46494,0.575632,16092.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3036,16.9167,810.632,2.46793,2.46793,0.57614,16110.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3136,16.9267,810.632,2.47092,2.47092,0.576666,16128.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3236,16.9367,810.633,2.47391,2.47391,0.577181,16145.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3336,16.9467,810.633,2.47691,2.47691,0.57766,16163.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3391,16.9522,810.633,2.47853,2.47853,0.577928,16173,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3436,16.9567,810.634,2.47999,2.47999,0.578152,16181.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3536,16.9667,810.634,2.48318,2.48318,0.578652,16198.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3636,16.9767,810.635,2.48637,2.48637,0.579144,16216.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3736,16.9867,810.635,2.48956,2.48956,0.579636,16233.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3836,16.9967,810.636,2.49274,2.49274,0.580135,16251.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3891,17.0022,810.636,2.49448,2.49448,0.580408,16260.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.3936,17.0067,810.636,2.49587,2.49587,0.580635,16268.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4036,17.0167,810.636,2.49893,2.49893,0.581122,16285.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4136,17.0267,810.637,2.50199,2.50199,0.581621,16303.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4236,17.0367,810.637,2.50505,2.50505,0.582129,16321.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4336,17.0467,810.638,2.50811,2.50811,0.582628,16338.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4391,17.0522,810.638,2.50977,2.50977,0.582901,16348.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4436,17.0567,810.638,2.51113,2.51113,0.583128,16356.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4536,17.0667,810.639,2.51413,2.51413,0.583639,16374.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4636,17.0767,810.64,2.51713,2.51713,0.584147,16392.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4736,17.0867,810.64,2.52012,2.52012,0.584639,16409.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4836,17.0967,810.64,2.52312,2.52312,0.585131,16427.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4891,17.1022,810.641,2.52476,2.52476,0.585405,16437.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.4936,17.1067,810.641,2.52603,2.52603,0.585631,16445.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5036,17.1167,810.642,2.52885,2.52885,0.586142,16463.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5136,17.1267,810.642,2.53167,2.53167,0.586649,16481.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5236,17.1367,810.643,2.53449,2.53449,0.587149,16498.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5336,17.1467,810.643,2.53731,2.53731,0.587641,16516.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.539,17.1521,810.643,2.53882,2.53882,0.587905,16526.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5436,17.1567,810.643,2.5402,2.5402,0.588133,16534.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5536,17.1667,810.644,2.54318,2.54318,0.588644,16552.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5636,17.1767,810.645,2.54616,2.54616,0.589136,16570.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5736,17.1867,810.645,2.54915,2.54915,0.589628,16588.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5836,17.1967,810.645,2.55213,2.55213,0.590128,16606.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.589,17.2021,810.646,2.55373,2.55373,0.590401,16615.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.5936,17.2067,810.646,2.55503,2.55503,0.590635,16624.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6036,17.2167,810.646,2.55782,2.55782,0.591122,16642.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6136,17.2267,810.647,2.56062,2.56062,0.591637,16659.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6236,17.2367,810.648,2.56342,2.56342,0.592156,16677.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6336,17.2467,810.648,2.56622,2.56622,0.592638,16695.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.639,17.2521,810.648,2.56772,2.56772,0.592902,16704.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6436,17.2567,810.648,2.56899,2.56899,0.59313,16712.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6536,17.2667,810.649,2.57175,2.57175,0.593645,16730.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6636,17.2767,810.65,2.5745,2.5745,0.594149,16748.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6736,17.2867,810.65,2.57726,2.57726,0.594648,16766.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6836,17.2967,810.651,2.58001,2.58001,0.595156,16784.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6889,17.302,810.651,2.58148,2.58148,0.595427,16793.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.6936,17.3067,810.651,2.58281,2.58281,0.595667,16801.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7036,17.3167,810.652,2.58566,2.58566,0.596167,16819.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7136,17.3267,810.652,2.58852,2.58852,0.596674,16837.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7236,17.3367,810.653,2.59137,2.59137,0.597174,16855.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7336,17.3467,810.653,2.59422,2.59422,0.597666,16873.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7389,17.352,810.653,2.59573,2.59573,0.597927,16882.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7436,17.3567,810.654,2.59705,2.59705,0.598158,16890.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7536,17.3667,810.654,2.59985,2.59985,0.598677,16908.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7636,17.3767,810.655,2.60266,2.60266,0.599192,16926.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7736,17.3867,810.655,2.60546,2.60546,0.599684,16944.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7836,17.3967,810.656,2.60826,2.60826,0.600176,16961.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7889,17.402,810.656,2.60975,2.60975,0.600441,16971.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.7936,17.4067,810.656,2.61106,2.61106,0.600676,16979.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8036,17.4167,810.657,2.61384,2.61384,0.601179,16997.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8136,17.4267,810.657,2.61662,2.61662,0.601664,17015.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8236,17.4367,810.658,2.6194,2.6194,0.602163,17032.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8336,17.4467,810.658,2.62218,2.62218,0.602663,17050.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8391,17.4522,810.658,2.62369,2.62369,0.602935,17060.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8436,17.4567,810.659,2.62494,2.62494,0.603163,17068.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8536,17.4667,810.659,2.62768,2.62768,0.60367,17085.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8636,17.4767,810.66,2.63042,2.63042,0.604162,17103.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8736,17.4867,810.66,2.63316,2.63316,0.604649,17121.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8836,17.4967,810.661,2.6359,2.6359,0.605148,17139.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8891,17.5022,810.661,2.63739,2.63739,0.605431,17148.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.8936,17.5067,810.661,2.63863,2.63863,0.605667,17156.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9036,17.5167,810.662,2.64134,2.64134,0.606175,17174.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9136,17.5267,810.662,2.64405,2.64405,0.606674,17192.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9236,17.5367,810.663,2.64676,2.64676,0.607182,17210.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9336,17.5467,810.663,2.64948,2.64948,0.607668,17227.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9391,17.5522,810.663,2.65095,2.65095,0.607936,17237.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9436,17.5567,810.664,2.65214,2.65214,0.60816,17245.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9536,17.5667,810.664,2.65473,2.65473,0.608667,17263.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9636,17.5767,810.665,2.65733,2.65733,0.609167,17281.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9736,17.5867,810.665,2.65992,2.65992,0.609659,17299.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9836,17.5967,810.666,2.66252,2.66252,0.61017,17316.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9891,17.6022,810.666,2.66395,2.66395,0.610455,17326.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
37.9936,17.6067,810.666,2.66506,2.66506,0.610685,17335.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0036,17.6167,810.667,2.66754,2.66754,0.611178,17352.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0136,17.6267,810.667,2.67001,2.67001,0.611677,17370.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0236,17.6367,810.668,2.67249,2.67249,0.612188,17388.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0336,17.6467,810.668,2.67496,2.67496,0.612681,17406.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0392,17.6523,810.668,2.67633,2.67633,0.612953,17416.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0436,17.6567,810.669,2.67742,2.67742,0.613173,17424.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0536,17.6667,810.669,2.67987,2.67987,0.613688,17442.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0636,17.6767,810.67,2.68232,2.68232,0.614199,17459.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0736,17.6867,810.67,2.68477,2.68477,0.614691,17477.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0836,17.6967,810.671,2.68722,2.68722,0.615191,17495.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0892,17.7023,810.671,2.68858,2.68858,0.615464,17505.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.0936,17.7067,810.671,2.68969,2.68969,0.615683,17513.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1036,17.7167,810.672,2.6922,2.6922,0.616175,17530.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1136,17.7267,810.672,2.69471,2.69471,0.616675,17548.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1236,17.7367,810.673,2.69722,2.69722,0.617182,17566.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1336,17.7467,810.673,2.69973,2.69973,0.617685,17584.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.139,17.7521,810.673,2.70108,2.70108,0.617955,17593.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1436,17.7567,810.674,2.7022,2.7022,0.618185,17601.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1536,17.7667,810.674,2.70462,2.70462,0.618677,17619.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1636,17.7767,810.675,2.70705,2.70705,0.619185,17637.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1736,17.7867,810.675,2.70947,2.70947,0.619684,17655.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1836,17.7967,810.676,2.7119,2.7119,0.620184,17673.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.189,17.8021,810.676,2.71321,2.71321,0.620461,17683.5,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.1936,17.8067,810.676,2.71425,2.71425,0.620695,17691.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2036,17.8167,810.677,2.71651,2.71651,0.621195,17709.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2136,17.8267,810.677,2.71877,2.71877,0.621702,17727.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2236,17.8367,810.678,2.72102,2.72102,0.622202,17745.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2336,17.8467,810.678,2.72328,2.72328,0.622688,17763.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2391,17.8521,810.678,2.72451,2.72451,0.622956,17772.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2436,17.8567,810.679,2.72559,2.72559,0.623181,17780.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2536,17.8667,810.679,2.72794,2.72794,0.62368,17798.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2636,17.8767,810.68,2.73029,2.73029,0.62418,17816.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2736,17.8867,810.68,2.73264,2.73264,0.624672,17834.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2836,17.8967,810.681,2.735,2.735,0.625172,17851.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.289,17.9021,810.681,2.73627,2.73627,0.625449,17861.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.2936,17.9067,810.681,2.73732,2.73732,0.625683,17869.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3036,17.9167,810.682,2.73961,2.73961,0.626183,17887.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3136,17.9267,810.682,2.7419,2.7419,0.626667,17905.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3236,17.9367,810.683,2.74419,2.74419,0.627174,17923.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3336,17.9467,810.683,2.74647,2.74647,0.627674,17941.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.339,17.9521,810.683,2.74771,2.74771,0.627947,17951.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3436,17.9567,810.684,2.74875,2.74875,0.628178,17959.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3536,17.9667,810.684,2.75101,2.75101,0.628685,17977.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3636,17.9767,810.685,2.75326,2.75326,0.6292,17995.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3736,17.9867,810.685,2.75552,2.75552,0.629686,18013.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3836,17.9967,810.686,2.75778,2.75778,0.630179,18031.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3891,18.0022,810.686,2.75901,2.75901,0.63045,18040.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.3936,18.0067,810.686,2.75999,2.75999,0.630678,18048.9,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4036,18.0167,810.687,2.76216,2.76216,0.63117,18066.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4136,18.0267,810.687,2.76432,2.76432,0.631665,18084.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4236,18.0367,810.688,2.76648,2.76648,0.632164,18101.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4336,18.0467,810.688,2.76864,2.76864,0.632672,18119.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4392,18.0523,810.688,2.76985,2.76985,0.632947,18129.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4436,18.0567,810.689,2.77077,2.77077,0.633164,18137.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4536,18.0667,810.689,2.77287,2.77287,0.633671,18155.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4636,18.0767,810.69,2.77496,2.77496,0.634163,18173.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4736,18.0867,810.69,2.77705,2.77705,0.634655,18191.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4836,18.0967,810.691,2.77914,2.77914,0.635159,18209.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4891,18.1021,810.691,2.78028,2.78028,0.635426,18219.2,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.4936,18.1067,810.691,2.78122,2.78122,0.635651,18227.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5036,18.1167,810.692,2.78328,2.78328,0.636158,18245.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5136,18.1267,810.692,2.78534,2.78534,0.636658,18263.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5236,18.1367,810.693,2.78741,2.78741,0.637158,18281.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5336,18.1467,810.693,2.78947,2.78947,0.63765,18298.8,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.539,18.1521,810.693,2.79058,2.79058,0.637913,18308.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5436,18.1567,810.694,2.79146,2.79146,0.638136,18316.6,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5536,18.1667,810.694,2.79338,2.79338,0.638636,18334.4,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5636,18.1767,810.694,2.7953,2.7953,0.639128,18352.1,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5736,18.1867,810.695,2.79723,2.79723,0.639628,18369.7,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
38.5836,18.1967,810.695,2.79915,2.79915,0.640128,18387.3,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
