Time(s),Test time,Traversenweg absolut,Deflection at standard load(%),Compression(%),Nominal Compression(mm),Force applied(N),static:Sample name,static:0.2% Yield Strength (Compressive),static:Maximum compressive strength,static:Total strain stress at maximum compressive strength,static:Compressive stress at maximum strain,static:Compressive Modulus via Hysteresis,static:Compressive Modulus,static:Material Thickness (mm),static:Material
20.3869,0,810.055,0,0,0,201.764,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
20.4936,0.10672,810.055,0.0101739,0.0101739,-8.20365e-06,201.54,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
20.5936,0.20672,810.055,0.00536887,0.00536887,0,200.973,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
20.6936,0.30672,810.055,0.00348809,0.00348809,-8.20365e-06,201.43,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
20.7936,0.40672,810.055,-0.00623081,-0.00623081,0,200.411,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
20.8936,0.50672,810.055,-0.00721442,-0.00721442,2.45729e-05,200.968,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
20.9936,0.60672,810.055,-0.00683972,-0.00683972,9.84115e-05,200.953,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.0936,0.70672,810.056,-0.00727771,-0.00727771,0.000237886,201.297,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.1936,0.80672,810.056,-0.0125978,-0.0125978,0.000410084,202.337,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.2936,0.90672,810.056,-0.0116897,-0.0116897,0.000648026,203.195,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.3436,0.95672,810.056,-0.00691582,-0.00691582,0.000779275,204.205,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.3736,0.98672,810.056,-0.00683922,-0.00683922,0.000869517,205.269,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.4136,1.02672,810.056,-0.00348171,-0.00348171,0.000992422,206.501,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.4436,1.05672,810.056,-0.000546133,-0.000546133,0.00109101,207.526,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.4836,1.09672,810.057,-0.000262536,-0.000262536,0.00121403,208.677,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.5136,1.12672,810.057,0.00295215,0.00295215,0.00132895,209.872,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.5436,1.15672,810.057,0.00582336,0.00582336,0.00144363,210.942,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.5736,1.18672,810.057,0.00631356,0.00631356,0.00156689,212.009,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.6136,1.22672,810.057,0.00410829,0.00410829,0.00173092,213.355,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.6368,1.24994,810.057,0.00200965,0.00200965,0.00182049,214.382,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.6636,1.27672,810.057,0.00248255,0.00248255,0.00194407,215.631,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.6836,1.29672,810.057,0.00283573,0.00283573,0.00203443,216.736,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.7036,1.31672,810.057,0.00138849,0.00138849,0.00212455,217.736,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.7336,1.34672,810.058,-0.00130167,-0.00130167,0.00226403,218.986,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.7636,1.37672,810.058,-0.00108135,-0.00108135,0.00241185,220.277,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.7869,1.39999,810.058,-0.000637139,-0.000637139,0.00252637,221.386,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.8136,1.42672,810.058,-0.00297793,-0.00297793,0.002666,222.893,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.8336,1.44672,810.058,-0.00472938,-0.00472938,0.00277281,223.986,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.8536,1.46672,810.058,-0.00470039,-0.00470039,0.00287104,225.162,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.8736,1.48672,810.058,-0.00432579,-0.00432579,0.00298596,226.396,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.8936,1.50672,810.058,-0.00386039,-0.00386039,0.00309277,227.437,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.9136,1.52672,810.059,-0.00322349,-0.00322349,0.00320745,228.445,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.9336,1.54672,810.059,-0.0025866,-0.0025866,0.00331426,229.449,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.9536,1.56672,810.059,-0.00215908,-0.00215908,0.00342894,230.66,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
21.9836,1.59672,810.059,-0.00157115,-0.00157115,0.00360918,231.986,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.0036,1.61672,810.059,-0.000937652,-0.000937652,0.00373221,233.275,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.0236,1.63672,810.059,-0.000262957,-0.000262957,0.00385571,234.643,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.0436,1.65672,810.059,0.000392699,0.000392699,0.00398684,235.853,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.0636,1.67672,810.059,0.00101235,0.00101235,0.00410176,237.103,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.0836,1.69672,810.06,0.00163201,0.00163201,0.00423289,238.424,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.1036,1.71672,810.06,0.00198298,0.00198298,0.00437212,239.764,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.1236,1.73672,810.06,0.00228542,0.00228542,0.00450373,241.018,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.1436,1.75672,810.06,0.00341466,0.00341466,0.00464297,242.287,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.1636,1.77672,810.06,0.00610318,0.00610318,0.00476599,243.471,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.1836,1.79672,810.06,0.0087917,0.0087917,0.00491381,244.928,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.2036,1.81672,810.06,0.00944304,0.00944304,0.00506974,246.213,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.2236,1.83672,810.061,0.00972508,0.00972508,0.00520897,247.428,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.2436,1.85672,810.061,0.010828,0.010828,0.00534869,248.799,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.2636,1.87672,810.061,0.0134884,0.0134884,0.00549603,250.365,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.2836,1.89672,810.061,0.0161489,0.0161489,0.00565196,251.881,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.3036,1.91672,810.061,0.0167376,0.0167376,0.00580788,253.303,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.3236,1.93672,810.061,0.0169463,0.0169463,0.0059557,254.92,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.3367,1.94982,810.061,0.017083,0.017083,0.00605795,255.989,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.3536,1.96672,810.062,0.0194096,0.0194096,0.00618554,257.678,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.3736,1.98672,810.062,0.0221625,0.0221625,0.00634098,259.377,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.3867,1.99983,810.062,0.0239663,0.0239663,0.00645113,260.53,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4036,2.01672,810.062,0.0263693,0.0263693,0.00658751,262.256,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4136,2.02672,810.062,0.0277916,0.0277916,0.00666094,263.334,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4336,2.04672,810.062,0.0306361,0.0306361,0.00683356,265.377,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4436,2.05672,810.062,0.030604,0.030604,0.00691557,266.432,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4636,2.07672,810.062,0.0292168,0.0292168,0.00707961,268.342,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4836,2.09672,810.063,0.0278295,0.0278295,0.00725174,270.31,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.4936,2.10672,810.063,0.0285078,0.0285078,0.00733376,271.357,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.5136,2.12672,810.063,0.0312237,0.0312237,0.00751448,273.303,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.5336,2.14672,810.063,0.0339397,0.0339397,0.00767851,275.115,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.5536,2.16672,810.063,0.0330792,0.0330792,0.00785876,277.041,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.5736,2.18672,810.063,0.0315117,0.0315117,0.00802279,278.861,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.5836,2.19672,810.063,0.0307279,0.0307279,0.0081215,279.947,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.6036,2.21672,810.064,0.0309607,0.0309607,0.00830174,281.853,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.6236,2.23672,810.064,0.031551,0.031551,0.00849057,283.896,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.637,2.25005,810.064,0.0319442,0.0319442,0.00861892,285.144,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.6536,2.26672,810.064,0.0324938,0.0324938,0.00877762,286.74,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.6636,2.27672,810.064,0.0328234,0.0328234,0.00887633,287.92,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.6736,2.28672,810.064,0.033153,0.033153,0.00895834,289.053,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.687,2.30005,810.064,0.0335925,0.0335925,0.00908933,290.355,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7036,2.31672,810.065,0.034287,0.034287,0.00925351,291.967,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7236,2.33672,810.065,0.0351204,0.0351204,0.00945044,294.01,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7336,2.34672,810.065,0.0355371,0.0355371,0.00954867,295.166,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7436,2.35672,810.065,0.035919,0.035919,0.00964737,296.26,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7536,2.36672,810.065,0.0362823,0.0362823,0.0097375,297.416,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7636,2.37672,810.065,0.0366455,0.0366455,0.00983572,298.432,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7736,2.38672,810.065,0.0370088,0.0370088,0.00993443,299.518,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7836,2.39672,810.065,0.0373721,0.0373721,0.0100327,300.525,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.7936,2.40672,810.065,0.0377992,0.0377992,0.0101314,301.853,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8036,2.41672,810.066,0.0382607,0.0382607,0.0102296,302.971,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8136,2.42672,810.066,0.0387223,0.0387223,0.0103364,304.166,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8236,2.43672,810.066,0.0391839,0.0391839,0.0104346,305.299,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8336,2.44672,810.066,0.0396455,0.0396455,0.0105333,306.393,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8436,2.45672,810.066,0.0407537,0.0407537,0.0106397,307.572,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8536,2.46672,810.066,0.0422402,0.0422402,0.0107465,308.635,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8636,2.47672,810.066,0.0437266,0.0437266,0.0108452,309.697,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.8836,2.49672,810.066,0.0466994,0.0466994,0.0110583,311.682,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9036,2.51672,810.067,0.0481736,0.0481736,0.0112715,313.631,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9236,2.53672,810.067,0.0492905,0.0492905,0.0114765,315.514,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9336,2.54672,810.067,0.0498489,0.0498489,0.0115833,316.584,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9536,2.56672,810.067,0.0490411,0.0490411,0.0118046,318.557,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9636,2.57672,810.067,0.0484066,0.0484066,0.0119114,319.627,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9736,2.58672,810.067,0.0477721,0.0477721,0.0120263,320.682,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9836,2.59672,810.067,0.0471376,0.0471376,0.0121245,321.752,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
22.9936,2.60672,810.068,0.0464767,0.0464767,0.0122395,322.893,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0036,2.61672,810.068,0.0457981,0.0457981,0.0123544,324.064,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0136,2.62672,810.068,0.0451194,0.0451194,0.0124612,325.205,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0236,2.63672,810.068,0.0444407,0.0444407,0.0125761,326.447,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0336,2.64672,810.068,0.043762,0.043762,0.012691,327.533,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0436,2.65672,810.068,0.0436951,0.0436951,0.0127974,328.768,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0536,2.66672,810.068,0.0440512,0.0440512,0.0129123,330.01,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0636,2.67672,810.068,0.0444073,0.0444073,0.0130353,331.338,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0736,2.68672,810.069,0.0447634,0.0447634,0.0131502,332.494,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0836,2.69672,810.069,0.0451195,0.0451195,0.0132651,333.916,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.0936,2.70672,810.069,0.0448902,0.0448902,0.0133719,335.15,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1036,2.71672,810.069,0.0442592,0.0442592,0.0134864,336.353,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1136,2.72672,810.069,0.0436282,0.0436282,0.0136013,337.736,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1236,2.73672,810.069,0.0429972,0.0429972,0.0137162,339.01,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1336,2.74672,810.069,0.0423662,0.0423662,0.0138392,340.385,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1436,2.75672,810.069,0.041724,0.041724,0.0139542,341.603,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1536,2.76672,810.069,0.0410739,0.0410739,0.0140691,342.986,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1636,2.77672,810.07,0.0404239,0.0404239,0.0141921,344.135,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1736,2.78672,810.07,0.0397738,0.0397738,0.0143151,345.549,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1836,2.79672,810.07,0.0391238,0.0391238,0.0144301,346.838,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.1936,2.80672,810.07,0.0397266,0.0397266,0.014545,348.213,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2036,2.81672,810.07,0.0412009,0.0412009,0.014668,349.51,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2136,2.82672,810.07,0.0426751,0.0426751,0.014791,350.838,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2236,2.83672,810.07,0.0441494,0.0441494,0.014914,352.174,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2336,2.84672,810.07,0.0456237,0.0456237,0.0150371,353.58,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2436,2.85672,810.071,0.0464428,0.0464428,0.0151601,355.025,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2536,2.86672,810.071,0.0468082,0.0468082,0.0152907,356.557,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2636,2.87672,810.071,0.0471736,0.0471736,0.0154138,358.221,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2736,2.88672,810.071,0.047539,0.047539,0.0155454,359.728,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2836,2.89672,810.071,0.0479044,0.0479044,0.0156684,361.135,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.2936,2.90672,810.071,0.0489027,0.0489027,0.0158,362.76,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3036,2.91672,810.071,0.0503475,0.0503475,0.0159149,364.447,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3136,2.92672,810.071,0.0517923,0.0517923,0.0160379,366.033,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3236,2.93672,810.072,0.053237,0.053237,0.0161686,367.619,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3336,2.94672,810.072,0.0546818,0.0546818,0.0162916,369.057,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3436,2.95672,810.072,0.0562449,0.0562449,0.0164232,370.572,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3536,2.96672,810.072,0.0578897,0.0578897,0.0165548,371.916,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3636,2.97672,810.072,0.0595346,0.0595346,0.0166855,373.26,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3736,2.98672,810.072,0.0611794,0.0611794,0.0168085,374.877,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3836,2.99672,810.072,0.0628243,0.0628243,0.0169323,376.448,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.3936,3.00672,810.072,0.0636979,0.0636979,0.0170554,377.729,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4036,3.01672,810.073,0.0640324,0.0640324,0.0171946,379.244,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4136,3.02672,810.073,0.0643668,0.0643668,0.0173252,380.799,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4236,3.03672,810.073,0.0647012,0.0647012,0.0174569,382.424,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4336,3.04672,810.073,0.0650356,0.0650356,0.0175885,384.08,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4436,3.05672,810.073,0.065503,0.065503,0.0177191,385.768,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4536,3.06672,810.073,0.0660626,0.0660626,0.0178507,387.565,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4636,3.07672,810.073,0.0666222,0.0666222,0.0179823,389.362,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4736,3.08672,810.073,0.0671819,0.0671819,0.018113,390.963,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4836,3.09672,810.074,0.0677415,0.0677415,0.0182522,392.698,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.4936,3.10672,810.074,0.0682844,0.0682844,0.0183924,394.416,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5036,3.11672,810.074,0.0688157,0.0688157,0.0185231,396.151,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5136,3.12672,810.074,0.0693469,0.0693469,0.0186547,397.752,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5236,3.13672,810.074,0.0698782,0.0698782,0.0188025,399.432,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5336,3.14672,810.074,0.0704094,0.0704094,0.0189331,401.026,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5436,3.15672,810.074,0.0709357,0.0709357,0.0190733,402.541,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5536,3.16672,810.075,0.0714585,0.0714585,0.019204,404.034,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5636,3.17672,810.075,0.0719813,0.0719813,0.0193518,405.573,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5736,3.18672,810.075,0.0725041,0.0725041,0.019491,407.182,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5836,3.19672,810.075,0.0730268,0.0730268,0.0196226,408.604,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.5936,3.20672,810.075,0.0729507,0.0729507,0.0197705,410.229,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6036,3.21672,810.075,0.0724644,0.0724644,0.0199097,411.705,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6136,3.22672,810.075,0.0719781,0.0719781,0.0200575,413.268,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6236,3.23672,810.076,0.0714917,0.0714917,0.0201968,414.674,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6336,3.24672,810.076,0.0710054,0.0710054,0.0203446,416.205,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6436,3.25672,810.076,0.0703752,0.0703752,0.0204838,417.815,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6536,3.26672,810.076,0.0696447,0.0696447,0.0206231,419.377,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6636,3.27672,810.076,0.0689143,0.0689143,0.0207632,420.885,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6736,3.28672,810.076,0.0681839,0.0681839,0.0209111,422.534,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6836,3.29672,810.076,0.0674534,0.0674534,0.0210579,424.424,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.6936,3.30672,810.077,0.0682606,0.0682606,0.0211981,426.166,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7036,3.31672,810.077,0.0701286,0.0701286,0.021345,427.823,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7136,3.32672,810.077,0.0719967,0.0719967,0.0214928,429.635,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7236,3.33672,810.077,0.0738648,0.0738648,0.0216406,431.635,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7336,3.34672,810.077,0.0757329,0.0757329,0.0217884,433.424,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7436,3.35672,810.077,0.076829,0.076829,0.0219277,435.276,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7536,3.36672,810.077,0.0773896,0.0773896,0.0220755,437.143,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7636,3.37672,810.078,0.0779502,0.0779502,0.0222309,439.073,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7736,3.38672,810.078,0.0785109,0.0785109,0.0223873,440.776,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7836,3.39672,810.078,0.0790715,0.0790715,0.0225352,442.338,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.7936,3.40672,810.078,0.0797119,0.0797119,0.022683,444.041,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.8036,3.41672,810.078,0.0804084,0.0804084,0.0228299,445.94,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.8136,3.42672,810.078,0.0811048,0.0811048,0.0229863,447.565,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.8236,3.43672,810.079,0.0818012,0.0818012,0.0231417,449.159,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
23.8336,3.44672,810.079,0.0824976,0.0824976,0.0232981,451.135,"PA_0,1_I_1",,78.9068,,77.2657,1.13857,1.16503,1,PA
