Sample name,Material Thickness (mm),Material,Time(s),Deformation(mm),Deflection at standard load (mm),Crosshead displacement (mm),Force applied (N),Bending module speed,Bending module,Bending strength,Deformation at bending strength
"""PA_0,1_I_2""",1,PA,9.88275,0,0,0,9.95347,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,9.98275,-8.20365e-06,-8.20365e-06,-8.20365e-06,9.89219,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.0828,0,0,0,10.1586,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.1828,-8.20365e-06,-8.20365e-06,-8.20365e-06,9.64304,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.2828,-8.20365e-06,-8.20365e-06,-8.20365e-06,9.67167,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.3828,0.000139258,0.000139258,0.000139258,9.83597,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.4828,0.000811837,0.000811837,0.000811837,9.93949,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.5728,0.00182893,0.00182893,0.00182893,9.92749,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.6428,0.00291135,0.00291135,0.00291135,10.0441,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.7028,0.00401094,0.00401094,0.00401094,9.92377,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.7528,0.00506952,0.00506952,0.00506952,9.5683,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.8028,0.00627496,0.00627496,0.00627496,9.81632,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.8428,0.00731637,0.00731637,0.00731637,10.3434,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.8828,0.00843217,0.00843217,0.00843217,10.3788,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.9228,0.00965478,0.00965478,0.00965478,10.6231,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,10.9628,0.0109346,0.0109346,0.0109346,10.5221,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.0028,0.0122392,0.0122392,0.0122392,10.2525,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.0328,0.0132406,0.0132406,0.0132406,10.3648,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.0628,0.01424,0.01424,0.01424,10.4091,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.0928,0.0152414,0.0152414,0.0152414,10.7387,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.1228,0.0162428,0.0162428,0.0162428,10.673,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.1528,0.0172422,0.0172422,0.0172422,10.6034,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.1828,0.0182531,0.0182531,0.0182531,10.4559,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.2228,0.0195558,0.0195558,0.0195558,10.5779,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.2628,0.0208853,0.0208853,0.0208853,10.7865,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.2928,0.0219019,0.0219019,0.0219019,10.9903,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.3328,0.0232313,0.0232313,0.0232313,10.9077,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.3728,0.0245779,0.0245779,0.0245779,10.584,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.4128,0.0259054,0.0259054,0.0259054,10.2466,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.4528,0.0272348,0.0272348,0.0272348,9.949,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.4928,0.0285642,0.0285642,0.0285642,10.1519,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.5328,0.0298937,0.0298937,0.0298937,10.3781,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.5728,0.0312135,0.0312135,0.0312135,10.2713,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.6028,0.0322225,0.0322225,0.0322225,10.0701,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.6428,0.0335443,0.0335443,0.0335443,10.0725,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.6828,0.0348566,0.0348566,0.0348566,10.2395,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.7128,0.0358656,0.0358656,0.0358656,10.2022,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.7528,0.0371855,0.0371855,0.0371855,10.3504,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.7828,0.0381944,0.0381944,0.0381944,10.6134,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.8128,0.0391958,0.0391958,0.0391958,10.5471,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.8428,0.040222,0.040222,0.040222,10.6848,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.8828,0.0415514,0.0415514,0.0415514,10.6286,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.9228,0.0428636,0.0428636,0.0428636,10.8703,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.9528,0.0438631,0.0438631,0.0438631,10.4656,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,11.9928,0.045202,0.045202,0.045202,10.3635,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.0328,0.0465391,0.0465391,0.0465391,10.1392,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.0628,0.0475385,0.0475385,0.0475385,10.3311,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.0928,0.0485475,0.0485475,0.0485475,10.4986,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.1328,0.0498617,0.0498617,0.0498617,10.4982,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.1628,0.0508611,0.0508611,0.0508611,10.3768,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.1928,0.0518625,0.0518625,0.0518625,10.2567,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.2328,0.0531919,0.0531919,0.0531919,10.1574,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.2628,0.0541933,0.0541933,0.0541933,10.2081,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.2928,0.0552099,0.0552099,0.0552099,10.3514,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.3328,0.0565393,0.0565393,0.0565393,10.577,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.3628,0.0575388,0.0575388,0.0575388,10.849,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.3928,0.0585478,0.0585478,0.0585478,10.9181,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.4228,0.0595567,0.0595567,0.0595567,11.0465,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.4528,0.0605581,0.0605581,0.0605581,10.9475,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.4828,0.0615595,0.0615595,0.0615595,11.0362,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.5128,0.0625761,0.0625761,0.0625761,10.9859,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.5528,0.0639131,0.0639131,0.0639131,11.1042,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.5928,0.0652349,0.0652349,0.0652349,11.0478,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.6328,0.0665548,0.0665548,0.0665548,10.8333,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.6728,0.0678842,0.0678842,0.0678842,10.5434,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.7028,0.0688932,0.0688932,0.0688932,10.8034,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.7328,0.0699022,0.0699022,0.0699022,10.9334,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.7728,0.071224,0.071224,0.071224,11.2581,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.8028,0.0722234,0.0722234,0.0722234,11.1424,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.8328,0.0732324,0.0732324,0.0732324,11.0238,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.8628,0.074243,0.074243,0.074243,10.7802,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.9028,0.0755629,0.0755629,0.0755629,11.0617,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.9328,0.0765643,0.0765643,0.0765643,10.9804,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,12.9628,0.0775885,0.0775885,0.0775885,11.1689,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.0028,0.0789103,0.0789103,0.0789103,11.0306,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.0428,0.0802397,0.0802397,0.0802397,11.1394,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.0728,0.0812487,0.0812487,0.0812487,10.9597,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.1028,0.0822482,0.0822482,0.0822482,10.8282,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.1428,0.08357,0.08357,0.08357,10.8067,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.1728,0.0845942,0.0845942,0.0845942,10.9349,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.2128,0.0858988,0.0858988,0.0858988,10.9338,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.2428,0.0869002,0.0869002,0.0869002,11.3552,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.2828,0.088222,0.088222,0.088222,11.4546,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.3128,0.089231,0.089231,0.089231,11.5307,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.3428,0.0902304,0.0902304,0.0902304,11.5627,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.3728,0.0912318,0.0912318,0.0912318,11.6072,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.4028,0.0922484,0.0922484,0.0922484,11.4309,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.4428,0.0935778,0.0935778,0.0935778,11.2072,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.4828,0.0948901,0.0948901,0.0948901,11.0321,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.5128,0.0958914,0.0958914,0.0958914,11.2596,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.5428,0.0968928,0.0968928,0.0968928,11.3053,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.5828,0.0982051,0.0982051,0.0982051,11.5754,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.6128,0.0992217,0.0992217,0.0992217,11.297,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.6428,0.100231,0.100231,0.100231,11.1886,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.6828,0.101535,0.101535,0.101535,10.9435,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.7228,0.102865,0.102865,0.102865,11.2206,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.7628,0.104185,0.104185,0.104185,11.2135,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.7928,0.105186,0.105186,0.105186,11.2343,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.8228,0.106195,0.106195,0.106195,11.3555,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.8528,0.107213,0.107213,0.107213,11.4892,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.8828,0.108213,0.108213,0.108213,11.579,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.9228,0.109535,0.109535,0.109535,11.763,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.9528,0.110544,0.110544,0.110544,11.7829,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,13.9928,0.111864,0.111864,0.111864,11.5812,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.0328,0.113193,0.113193,0.113193,11.4777,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.0628,0.114202,0.114202,0.114202,11.3521,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.0928,0.115219,0.115219,0.115219,11.3977,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.1328,0.11654,0.11654,0.11654,11.3943,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.1728,0.11786,0.11786,0.11786,11.5557,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.2028,0.118869,0.118869,0.118869,11.5113,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.2428,0.120191,0.120191,0.120191,11.6193,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.2728,0.121192,0.121192,0.121192,11.6242,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.3028,0.122209,0.122209,0.122209,11.6839,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.3428,0.123538,0.123538,0.123538,11.6512,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.3728,0.124547,0.124547,0.124547,11.7544,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.4028,0.125556,0.125556,0.125556,11.8191,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.4328,0.126556,0.126556,0.126556,12.063,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.4628,0.127565,0.127565,0.127565,11.876,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.5028,0.128904,0.128904,0.128904,11.9336,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.5428,0.130231,0.130231,0.130231,11.8052,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.5728,0.131233,0.131233,0.131233,11.8725,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.6028,0.132234,0.132234,0.132234,11.8087,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.6428,0.133554,0.133554,0.133554,11.8047,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.6728,0.134555,0.134555,0.134555,11.7809,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.7128,0.135885,0.135885,0.135885,11.7231,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.7428,0.136901,0.136901,0.136901,11.76,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.7828,0.138223,0.138223,0.138223,11.6438,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.8128,0.139223,0.139223,0.139223,11.5516,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.8428,0.140232,0.140232,0.140232,11.5931,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.8728,0.14125,0.14125,0.14125,11.6022,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.9128,0.14257,0.14257,0.14257,11.8355,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.9428,0.143579,0.143579,0.143579,11.9053,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,14.9728,0.144588,0.144588,0.144588,11.9457,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.0028,0.145589,0.145589,0.145589,12.0795,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.0428,0.146909,0.146909,0.146909,12.1241,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.0728,0.147918,0.147918,0.147918,12.1935,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.1128,0.149257,0.149257,0.149257,12.0525,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.1528,0.150577,0.150577,0.150577,12.0871,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.1828,0.151586,0.151586,0.151586,12.073,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.2128,0.152587,0.152587,0.152587,12.3163,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.2528,0.1539,0.1539,0.1539,12.2395,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.2928,0.155229,0.155229,0.155229,12.1442,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.3228,0.156238,0.156238,0.156238,11.85,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.3628,0.157567,0.157567,0.157567,11.9724,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.4028,0.158895,0.158895,0.158895,11.96,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.4328,0.159914,0.159914,0.159914,12.1223,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.4728,0.161233,0.161233,0.161233,12.3133,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.5128,0.162555,0.162555,0.162555,12.3217,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.5428,0.163555,0.163555,0.163555,12.3785,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.5828,0.164884,0.164884,0.164884,12.2536,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.6228,0.166213,0.166213,0.166213,12.3229,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.6528,0.167222,0.167222,0.167222,12.2145,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.6928,0.168535,0.168535,0.168535,12.4002,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.7228,0.169536,0.169536,0.169536,12.3997,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.7628,0.170866,0.170866,0.170866,12.3353,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.8028,0.172193,0.172193,0.172193,12.2666,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.8328,0.173194,0.173194,0.173194,12.5251,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.8628,0.174211,0.174211,0.174211,12.8748,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.9028,0.175533,0.175533,0.175533,12.8022,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.9328,0.176534,0.176534,0.176534,12.6362,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.9628,0.177534,0.177534,0.177534,12.559,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,15.9928,0.178535,0.178535,0.178535,12.8198,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.0328,0.179872,0.179872,0.179872,12.6133,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.0728,0.181209,0.181209,0.181209,12.3064,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.1028,0.18221,0.18221,0.18221,12.4761,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.1428,0.18354,0.18354,0.18354,12.7352,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.1828,0.18486,0.18486,0.18486,12.5334,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.2128,0.185861,0.185861,0.185861,12.2309,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.2428,0.186862,0.186862,0.186862,12.34,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.2828,0.18819,0.18819,0.18819,12.6761,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.3128,0.189224,0.189224,0.189224,13.0269,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.3528,0.190546,0.190546,0.190546,12.5769,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.3928,0.191875,0.191875,0.191875,12.3287,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.4228,0.192892,0.192892,0.192892,12.4746,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.4528,0.193893,0.193893,0.193893,12.8357,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.4928,0.19522,0.19522,0.19522,12.929,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.5228,0.196239,0.196239,0.196239,13.0674,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.5528,0.19724,0.19724,0.19724,13.0523,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.5928,0.198577,0.198577,0.198577,13.1918,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.6228,0.199577,0.199577,0.199577,13.1324,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.6628,0.200906,0.200906,0.200906,12.9471,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.7028,0.202219,0.202219,0.202219,13.0244,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.7328,0.20322,0.20322,0.20322,12.8709,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.7628,0.204229,0.204229,0.204229,12.7374,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.7928,0.205238,0.205238,0.205238,12.8231,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.8328,0.20656,0.20656,0.20656,12.9376,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.8628,0.207569,0.207569,0.207569,13.2925,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.8928,0.208568,0.208568,0.208568,13.2696,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.9228,0.209569,0.209569,0.209569,13.3018,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.9628,0.210891,0.210891,0.210891,13.2526,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,16.9928,0.211915,0.211915,0.211915,13.3803,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.0228,0.212917,0.212917,0.212917,13.5192,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.0628,0.214237,0.214237,0.214237,13.3402,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.0928,0.215246,0.215246,0.215246,13.1982,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.1228,0.216247,0.216247,0.216247,12.9868,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.1628,0.217569,0.217569,0.217569,13.0182,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.1928,0.218578,0.218578,0.218578,13.096,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.2228,0.219594,0.219594,0.219594,13.0357,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.2628,0.220899,0.220899,0.220899,13.0893,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.2928,0.2219,0.2219,0.2219,13.0225,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.3328,0.223237,0.223237,0.223237,13.2548,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.3728,0.224565,0.224565,0.224565,13.2763,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.4028,0.225566,0.225566,0.225566,13.1933,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.4328,0.226575,0.226575,0.226575,13.0215,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.4728,0.227905,0.227905,0.227905,12.7556,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.5128,0.229225,0.229225,0.229225,12.8289,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.5528,0.230554,0.230554,0.230554,12.7675,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.5828,0.231555,0.231555,0.231555,13.0134,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.6228,0.232885,0.232885,0.232885,12.7594,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.6528,0.233884,0.233884,0.233884,12.8716,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.6828,0.234886,0.234886,0.234886,12.9923,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.7228,0.236198,0.236198,0.236198,13.1593,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.7628,0.237527,0.237527,0.237527,13.3155,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.7928,0.238529,0.238529,0.238529,13.3252,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.8228,0.23953,0.23953,0.23953,13.4344,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,17.8528,0.24053,0.24053,0.24053,13.3879,2.0,1441.88,87.1449,7.32024
