Sample name,Material Thickness (mm),Material,Time(s),Deformation(mm),Deflection at standard load (mm),Crosshead displacement (mm),Force applied (N),Bending module speed,Bending module,Bending strength,Deformation at bending strength
"""PA_0,1_I_2""",1,PA,37.1628,0.884246,0.884246,0.884246,22.9614,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.1928,0.885247,0.885247,0.885247,22.7261,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.2328,0.886576,0.886576,0.886576,22.8538,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.2628,0.887576,0.887576,0.887576,22.9881,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.2928,0.888577,0.888577,0.888577,23.0768,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.3328,0.889907,0.889907,0.889907,22.8862,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.3628,0.890916,0.890916,0.890916,22.8625,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.3928,0.891917,0.891917,0.891917,22.749,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.4328,0.893237,0.893237,0.893237,23.1025,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.4728,0.894559,0.894559,0.894559,23.1348,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.5028,0.895575,0.895575,0.895575,22.9537,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.5428,0.896905,0.896905,0.896905,22.7542,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.5828,0.898232,0.898232,0.898232,22.7666,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.6128,0.899241,0.899241,0.899241,22.7277,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.6528,0.900571,0.900571,0.900571,22.6635,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.6928,0.901892,0.901892,0.901892,22.966,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.7328,0.90322,0.90322,0.90322,23.1793,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.7728,0.904542,0.904542,0.904542,23.1444,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.8028,0.905551,0.905551,0.905551,23.1987,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.8428,0.906888,0.906888,0.906888,23.1452,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.8828,0.9082,0.9082,0.9082,23.0206,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.9228,0.90953,0.90953,0.90953,22.6163,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.9528,0.910531,0.910531,0.910531,22.7379,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,37.9828,0.911531,0.911531,0.911531,22.8341,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.0128,0.912532,0.912532,0.912532,22.9849,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.0428,0.913549,0.913549,0.913549,23.3428,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.0828,0.91487,0.91487,0.91487,23.4613,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.1128,0.915879,0.915879,0.915879,23.4825,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.1528,0.917199,0.917199,0.917199,23.0992,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.1828,0.918201,0.918201,0.918201,22.9617,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.2128,0.919202,0.919202,0.919202,22.8567,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.2428,0.920203,0.920203,0.920203,22.9869,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.2728,0.92122,0.92122,0.92122,23.1884,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.3128,0.922532,0.922532,0.922532,23.0623,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.3428,0.923534,0.923534,0.923534,22.9524,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.3828,0.924863,0.924863,0.924863,22.9275,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.4128,0.925862,0.925862,0.925862,22.9469,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.4528,0.927199,0.927199,0.927199,23.2616,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.4828,0.928201,0.928201,0.928201,23.1515,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.5128,0.929227,0.929227,0.929227,23.4325,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.5528,0.930547,0.930547,0.930547,23.3975,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.5828,0.931548,0.931548,0.931548,23.319,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.6128,0.932557,0.932557,0.932557,23.2033,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.6428,0.933559,0.933559,0.933559,22.9347,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.6728,0.934558,0.934558,0.934558,22.9095,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.7028,0.935567,0.935567,0.935567,23.1246,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.7428,0.936896,0.936896,0.936896,23.4459,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.7728,0.937898,0.937898,0.937898,23.7623,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.8028,0.938899,0.938899,0.938899,23.7463,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.8428,0.940219,0.940219,0.940219,23.7556,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.8728,0.94122,0.94122,0.94122,23.4119,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.9028,0.942222,0.942222,0.942222,23.1995,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.9328,0.943231,0.943231,0.943231,23.1219,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,38.9628,0.94424,0.94424,0.94424,23.3961,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.0028,0.94556,0.94556,0.94556,23.5522,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.0328,0.946569,0.946569,0.946569,23.5663,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.0628,0.94757,0.94757,0.94757,23.3137,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.0928,0.948579,0.948579,0.948579,23.715,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.1228,0.94958,0.94958,0.94958,23.6669,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.1528,0.950589,0.950589,0.950589,23.7612,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.1928,0.951917,0.951917,0.951917,23.5143,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.2328,0.953246,0.953246,0.953246,23.9144,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.2628,0.954248,0.954248,0.954248,23.9983,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.3028,0.955577,0.955577,0.955577,23.8663,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.3428,0.956897,0.956897,0.956897,23.6307,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.3728,0.957915,0.957915,0.957915,23.6524,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.4028,0.958915,0.958915,0.958915,23.3892,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.4428,0.960227,0.960227,0.960227,23.3292,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.4728,0.961228,0.961228,0.961228,23.57,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.5028,0.962237,0.962237,0.962237,23.8249,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.5428,0.963559,0.963559,0.963559,24.0771,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.5728,0.964559,0.964559,0.964559,23.8135,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.6028,0.965577,0.965577,0.965577,23.8007,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.6428,0.966897,0.966897,0.966897,23.582,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.6828,0.968219,0.968219,0.968219,23.6997,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.7128,0.969228,0.969228,0.969228,23.8586,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.7428,0.970227,0.970227,0.970227,24.2117,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.7828,0.971557,0.971557,0.971557,24.1495,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.8128,0.972558,0.972558,0.972558,24.2543,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.8528,0.973888,0.973888,0.973888,24.2718,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.8928,0.9752,0.9752,0.9752,24.3032,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.9228,0.976201,0.976201,0.976201,24.1025,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.9628,0.977529,0.977529,0.977529,24.1237,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,39.9928,0.97853,0.97853,0.97853,24.1386,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.0228,0.979531,0.979531,0.979531,24.2356,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.0528,0.980548,0.980548,0.980548,24.2488,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.0828,0.981549,0.981549,0.981549,24.3082,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.1228,0.982869,0.982869,0.982869,24.5815,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.1628,0.984199,0.984199,0.984199,24.6303,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.2028,0.985528,0.985528,0.985528,24.0375,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.2328,0.986537,0.986537,0.986537,24.1472,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.2728,0.987867,0.987867,0.987867,24.2097,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.3028,0.988876,0.988876,0.988876,24.5292,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.3428,0.990188,0.990188,0.990188,24.4182,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.3728,0.991189,0.991189,0.991189,24.4302,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.4028,0.992189,0.992189,0.992189,24.3096,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.4328,0.993199,0.993199,0.993199,24.1751,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.4728,0.994519,0.994519,0.994519,24.1554,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.5028,0.995553,0.995553,0.995553,24.4079,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.5428,0.996883,0.996883,0.996883,24.7857,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.5828,0.998202,0.998202,0.998202,24.725,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.6128,0.999219,0.999219,0.999219,24.8498,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.6428,1.00022,1.00022,1.00022,24.6673,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.6728,1.00123,1.00123,1.00123,24.839,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.7028,1.00223,1.00223,1.00223,24.489,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.7328,1.00326,1.00326,1.00326,24.4576,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.7728,1.00458,1.00458,1.00458,24.4634,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.8128,1.0059,1.0059,1.0059,24.6927,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.8528,1.00722,1.00722,1.00722,24.5596,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.8828,1.00823,1.00823,1.00823,24.518,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.9228,1.00956,1.00956,1.00956,24.5997,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.9528,1.01057,1.01057,1.01057,24.8758,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,40.9928,1.0119,1.0119,1.0119,25.0973,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.0328,1.01323,1.01323,1.01323,24.994,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.0628,1.01424,1.01424,1.01424,25.0065,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.1028,1.01557,1.01557,1.01557,24.8812,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.1328,1.01657,1.01657,1.01657,24.8516,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.1628,1.01757,1.01757,1.01757,24.6291,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.1928,1.0186,1.0186,1.0186,24.6731,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.2328,1.01992,1.01992,1.01992,24.6106,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.2728,1.02124,1.02124,1.02124,24.6228,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.3028,1.02224,1.02224,1.02224,24.7502,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.3328,1.02324,1.02324,1.02324,24.6661,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.3628,1.02424,1.02424,1.02424,24.9045,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.3928,1.02525,1.02525,1.02525,24.8462,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.4228,1.02625,1.02625,1.02625,24.7966,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.4628,1.02756,1.02756,1.02756,25.0212,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.4928,1.02856,1.02856,1.02856,25.1243,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.5228,1.02958,1.02958,1.02958,24.8831,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.5628,1.0309,1.0309,1.0309,24.6091,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.5928,1.0319,1.0319,1.0319,24.4967,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.6228,1.03291,1.03291,1.03291,24.6378,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.6628,1.03424,1.03424,1.03424,24.7426,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.7028,1.03555,1.03555,1.03555,24.7618,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.7328,1.03656,1.03656,1.03656,24.824,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.7628,1.03755,1.03755,1.03755,24.9119,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.8028,1.03888,1.03888,1.03888,25.0881,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.8328,1.03989,1.03989,1.03989,25.0862,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.8628,1.04089,1.04089,1.04089,24.9582,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.9028,1.04221,1.04221,1.04221,25.0425,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.9428,1.04353,1.04353,1.04353,25.0567,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,41.9728,1.04453,1.04453,1.04453,25.133,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.0128,1.04586,1.04586,1.04586,25.05,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.0428,1.04687,1.04687,1.04687,25.1223,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.0728,1.04788,1.04788,1.04788,25.1955,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.1028,1.04888,1.04888,1.04888,25.1773,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.1428,1.05021,1.05021,1.05021,25.3732,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.1828,1.05153,1.05153,1.05153,25.3673,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.2228,1.05287,1.05287,1.05287,25.5995,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.2528,1.05387,1.05387,1.05387,25.341,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.2828,1.05487,1.05487,1.05487,25.5177,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.3128,1.05588,1.05588,1.05588,25.6542,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.3528,1.05719,1.05719,1.05719,25.4157,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.3828,1.0582,1.0582,1.0582,25.0639,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.4128,1.0592,1.0592,1.0592,24.7431,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.4428,1.0602,1.0602,1.0602,25.0267,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.4828,1.06153,1.06153,1.06153,25.1741,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.5128,1.06254,1.06254,1.06254,25.3544,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.5428,1.06354,1.06354,1.06354,25.4003,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.5728,1.06455,1.06455,1.06455,25.3389,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.6028,1.06555,1.06555,1.06555,25.2936,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.6328,1.06656,1.06656,1.06656,25.3791,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.6628,1.06757,1.06757,1.06757,25.3885,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.7028,1.06889,1.06889,1.06889,25.2816,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.7328,1.0699,1.0699,1.0699,25.4969,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.7628,1.07091,1.07091,1.07091,25.611,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.8028,1.07223,1.07223,1.07223,25.341,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.8328,1.07323,1.07323,1.07323,25.1847,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.8728,1.07456,1.07456,1.07456,24.8455,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.9128,1.07588,1.07588,1.07588,25.034,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.9428,1.07689,1.07689,1.07689,24.7075,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,42.9728,1.0779,1.0779,1.0779,24.9822,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.0028,1.0789,1.0789,1.0789,24.9819,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.0428,1.08023,1.08023,1.08023,25.3359,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.0828,1.08156,1.08156,1.08156,25.5111,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.1128,1.08258,1.08258,1.08258,25.5086,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.1428,1.08358,1.08358,1.08358,25.5121,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.1828,1.08492,1.08492,1.08492,25.4447,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.2128,1.08592,1.08592,1.08592,25.4686,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.2528,1.08724,1.08724,1.08724,25.6717,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.2828,1.08825,1.08825,1.08825,25.738,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.3128,1.08925,1.08925,1.08925,25.7362,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.3428,1.09025,1.09025,1.09025,25.5577,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.3828,1.09158,1.09158,1.09158,25.4514,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.4128,1.09259,1.09259,1.09259,25.6445,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.4528,1.09391,1.09391,1.09391,25.5752,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.4928,1.09523,1.09523,1.09523,25.781,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.5328,1.09656,1.09656,1.09656,26.0046,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.5628,1.09756,1.09756,1.09756,26.1876,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.5928,1.09856,1.09856,1.09856,26.3551,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.6228,1.09956,1.09956,1.09956,26.3002,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.6528,1.10058,1.10058,1.10058,26.3052,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.6928,1.1019,1.1019,1.1019,25.9792,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.7328,1.10323,1.10323,1.10323,25.7834,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.7728,1.10455,1.10455,1.10455,25.5602,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.8028,1.10555,1.10555,1.10555,25.6614,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.8328,1.10655,1.10655,1.10655,25.6852,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.8628,1.10756,1.10756,1.10756,25.934,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.9028,1.10887,1.10887,1.10887,26.0718,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.9328,1.10987,1.10987,1.10987,26.2625,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,43.9728,1.11119,1.11119,1.11119,26.0268,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.0028,1.1122,1.1122,1.1122,26.0011,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.0428,1.11352,1.11352,1.11352,26.1191,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.0728,1.11453,1.11453,1.11453,26.0215,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.1028,1.11556,1.11556,1.11556,26.118,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.1428,1.11688,1.11688,1.11688,25.9879,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.1828,1.11821,1.11821,1.11821,25.7129,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.2228,1.11953,1.11953,1.11953,25.5829,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.2528,1.12054,1.12054,1.12054,25.5521,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.2928,1.12186,1.12186,1.12186,25.8905,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.3228,1.12288,1.12288,1.12288,25.9248,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.3528,1.12388,1.12388,1.12388,26.093,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.3928,1.1252,1.1252,1.1252,26.0835,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.4328,1.12652,1.12652,1.12652,26.1399,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.4628,1.12753,1.12753,1.12753,26.1036,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.5028,1.12885,1.12885,1.12885,26.013,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.5328,1.12987,1.12987,1.12987,25.8701,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.5628,1.13088,1.13088,1.13088,25.8747,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.6028,1.13221,1.13221,1.13221,25.9246,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.6328,1.13321,1.13321,1.13321,26.1087,2.0,1441.88,87.1449,7.32024
"""PA_0,1_I_2""",1,PA,44.6628,1.13424,1.13424,1.13424,26.0047,2.0,1441.88,87.1449,7.32024
